content_id,phase_id,title,url,author
fru,p1,「P1フェイトブレイカーの解説動画」by Lucrezia (X投稿),https://x.com/TeamLucrezia/status/1861426186238468427,Lucrezia (TeamLucrezia)
fru,p2,【絶エデン】P2光の暴走ひたすら見る動画 新リリドぬけまる【FF14 絶もうひとつの未来】,https://www.youtube.com/watch?v=S_M1xdQMVng,ぬけまるG
fru,p3,【FF14/絶エデン解説】P3-1 時間圧縮・絶 解説 絶もうひとつの未来【ぬけまる】,https://www.youtube.com/watch?v=oKSHteslL2w,ぬけまるG
fru,p3,【FF14/絶エデン解説】P3-2 アポカリ解説 安置基準&アポカリ基準 絶もうひとつの未来【ぬけまる】,https://www.youtube.com/watch?v=4gWtS7GWiFQ,ぬけまるG
fru,p3,【絶エデン】P3アポカリひたすら見る動画 新リリドぬけまるアポカリ基準【FF14 絶もうひとつの未来】,https://www.youtube.com/watch?v=5B-ZDg1K9J4,ぬけまるG
fru,p3,【FF14/絶PHイメトレ用】絶エデン アポカリプスを繰り返し見る動画 PH視点【ぬけまる】,https://www.youtube.com/watch?v=Bf6X88gX_V4,ぬけまるG
fru,p4,【FF14/絶エデン】P4 2体フェーズ解説 絶もうひとつの未来 Futures Rewritten (ULTIMATE)【ぬけまる】,https://www.youtube.com/watch?v=nX2kfaMnCiU,ぬけまるG
fru,p4,「P4後半 時間結晶の解説動画」by Lucrezia (X投稿),https://x.com/TeamLucrezia/status/1862906044655312937,Lucrezia (TeamLucrezia)
fru,p5,【FF14/絶エデン解説】P5(最終) パンドラ・ミトロン ギミック解説 絶もうひとつの未来【ぬけまる】,https://www.youtube.com/watch?v=nzpOdfOyUNo,ぬけまるG
fru,p5,【FF14】絶もうひとつの未来最速攻略ガイド！絶エデンのギミック分析＆攻略短縮のコツを徹底解説【patch7.18】,https://www.youtube.com/watch?v=TFmeQMKxcjU,
